parent,run_id,task,stratum,n_children,n_artifacts,n_silent,artifact_coverage,policy,picked,picked_pool_n,top1_expected,raw_regret,rank_expected,observed_low_stage_wall_s,full_eval_count,historical_all_full_runtime_s,cost_restart_exact_s,cost_continue_exact_s,cost_ratio_restart_exact,cost_ratio_continue_exact
text-normalization-challenge-english-language__5a3e417fde89446db15aa4fe5e9af9d1,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,easy,2,0,2,0.0,artifact120_escalate_silent,text-normalization-challenge-english-language__bacc0486e8514bb19fed5da934794b4f,1,1.0,0.0,1,9.4,2,1587.7972574308515,1597.1972574308516,1537.1972574308516,1.0059201513014386,0.9681319515050217
text-normalization-challenge-english-language__858e3b43de80440dbd33e324dea2c6b9,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,random,text-normalization-challenge-english-language__29f436da5b0648589fc09c95fd35802c|text-normalization-challenge-english-language__a6194a4710b54ff192d573518f37ce94,2,0.5,3.500000000000725e-05,1.5,9.2,0,2994.2978588081896,0.0,0.0,0.0,0.0
text-normalization-challenge-english-language__858e3b43de80440dbd33e324dea2c6b9,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,full_external,text-normalization-challenge-english-language__a6194a4710b54ff192d573518f37ce94,1,1.0,0.0,1,9.2,2,2994.2978588081896,2994.2978588081896,2994.2978588081896,1.0,1.0
text-normalization-challenge-english-language__858e3b43de80440dbd33e324dea2c6b9,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,full_self_report_available,text-normalization-challenge-english-language__29f436da5b0648589fc09c95fd35802c,1,0.0,6.999999999990347e-05,2,9.2,2,2994.2978588081896,2994.2978588081896,2994.2978588081896,1.0,1.0
text-normalization-challenge-english-language__858e3b43de80440dbd33e324dea2c6b9,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,full_self_report_complete,text-normalization-challenge-english-language__29f436da5b0648589fc09c95fd35802c,1,0.0,6.999999999990347e-05,2,9.2,2,2994.2978588081896,2994.2978588081896,2994.2978588081896,1.0,1.0
text-normalization-challenge-english-language__858e3b43de80440dbd33e324dea2c6b9,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,sub120_available,text-normalization-challenge-english-language__29f436da5b0648589fc09c95fd35802c|text-normalization-challenge-english-language__a6194a4710b54ff192d573518f37ce94,2,0.5,3.500000000000725e-05,1.5,9.2,0,2994.2978588081896,9.2,9.2,0.0030725066221908345,0.0030725066221908345
text-normalization-challenge-english-language__858e3b43de80440dbd33e324dea2c6b9,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,artifact120_escalate_silent,text-normalization-challenge-english-language__a6194a4710b54ff192d573518f37ce94,1,1.0,0.0,1,9.2,2,2994.2978588081896,3003.4978588081894,2943.4978588081894,1.0030725066221908,0.9830344199557288
text-normalization-challenge-english-language__d28cf7a8f6e7407285f8890122923641,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,random,text-normalization-challenge-english-language__9392f64ff1f84e9284c2dd8a154a7075|text-normalization-challenge-english-language__a985c60513e94d3689ab07945cc0bbff,2,0.5,0.0010299999999999754,1.5,9.4,0,3877.7280311528593,0.0,0.0,0.0,0.0
text-normalization-challenge-english-language__d28cf7a8f6e7407285f8890122923641,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,full_external,text-normalization-challenge-english-language__9392f64ff1f84e9284c2dd8a154a7075,1,1.0,0.0,1,9.4,2,3877.7280311528593,3877.7280311528593,3877.7280311528593,1.0,1.0
text-normalization-challenge-english-language__d28cf7a8f6e7407285f8890122923641,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,full_self_report_available,text-normalization-challenge-english-language__9392f64ff1f84e9284c2dd8a154a7075,1,1.0,0.0,1,9.4,2,3877.7280311528593,3877.7280311528593,3877.7280311528593,1.0,1.0
text-normalization-challenge-english-language__d28cf7a8f6e7407285f8890122923641,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,full_self_report_complete,text-normalization-challenge-english-language__9392f64ff1f84e9284c2dd8a154a7075,1,1.0,0.0,1,9.4,2,3877.7280311528593,3877.7280311528593,3877.7280311528593,1.0,1.0
text-normalization-challenge-english-language__d28cf7a8f6e7407285f8890122923641,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,sub120_available,text-normalization-challenge-english-language__9392f64ff1f84e9284c2dd8a154a7075|text-normalization-challenge-english-language__a985c60513e94d3689ab07945cc0bbff,2,0.5,0.0010299999999999754,1.5,9.4,0,3877.7280311528593,9.4,9.4,0.002424099865818943,0.002424099865818943
text-normalization-challenge-english-language__d28cf7a8f6e7407285f8890122923641,cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,hard,2,0,2,0.0,artifact120_escalate_silent,text-normalization-challenge-english-language__9392f64ff1f84e9284c2dd8a154a7075,1,1.0,0.0,1,9.4,2,3877.7280311528593,3887.1280311528594,3827.1280311528594,1.002424099865819,0.9869511219988896
text-normalization-challenge-russian-language__0cbe5ab914ed4c0084e137aff6c5aac2,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,random,text-normalization-challenge-russian-language__17aee59d02c4456da6f4c9f0a012608e|text-normalization-challenge-russian-language__ec66f21087014f2f9ef743b6d89534a2,2,0.5,0.0011900000000000244,1.5,9.399999999999999,0,2425.146029845928,0.0,0.0,0.0,0.0
text-normalization-challenge-russian-language__0cbe5ab914ed4c0084e137aff6c5aac2,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_external,text-normalization-challenge-russian-language__ec66f21087014f2f9ef743b6d89534a2,1,1.0,0.0,1,9.399999999999999,2,2425.146029845928,2425.146029845928,2425.146029845928,1.0,1.0
text-normalization-challenge-russian-language__0cbe5ab914ed4c0084e137aff6c5aac2,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_self_report_available,text-normalization-challenge-russian-language__ec66f21087014f2f9ef743b6d89534a2,1,1.0,0.0,1,9.399999999999999,2,2425.146029845928,2425.146029845928,2425.146029845928,1.0,1.0
text-normalization-challenge-russian-language__0cbe5ab914ed4c0084e137aff6c5aac2,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_self_report_complete,text-normalization-challenge-russian-language__ec66f21087014f2f9ef743b6d89534a2,1,1.0,0.0,1,9.399999999999999,2,2425.146029845928,2425.146029845928,2425.146029845928,1.0,1.0
text-normalization-challenge-russian-language__0cbe5ab914ed4c0084e137aff6c5aac2,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,sub120_available,text-normalization-challenge-russian-language__17aee59d02c4456da6f4c9f0a012608e|text-normalization-challenge-russian-language__ec66f21087014f2f9ef743b6d89534a2,2,0.5,0.0011900000000000244,1.5,9.399999999999999,0,2425.146029845928,9.399999999999999,9.399999999999999,0.003876055249587255,0.003876055249587255
text-normalization-challenge-russian-language__0cbe5ab914ed4c0084e137aff6c5aac2,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,artifact120_escalate_silent,text-normalization-challenge-russian-language__ec66f21087014f2f9ef743b6d89534a2,1,1.0,0.0,1,9.399999999999999,2,2425.146029845928,2434.546029845928,2374.546029845928,1.0038760552495873,0.9791352770607324
text-normalization-challenge-russian-language__265714a90f6144db8d466aa8c461fab3,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,random,text-normalization-challenge-russian-language__12df4ee4a31c43728bf318e397db833e|text-normalization-challenge-russian-language__c31cc5384e6f4f609ece877427c14945,2,0.5,3.500000000000725e-05,1.5,9.3,0,2591.4788036131067,0.0,0.0,0.0,0.0
text-normalization-challenge-russian-language__265714a90f6144db8d466aa8c461fab3,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_external,text-normalization-challenge-russian-language__c31cc5384e6f4f609ece877427c14945,1,1.0,0.0,1,9.3,2,2591.4788036131067,2591.4788036131067,2591.4788036131067,1.0,1.0
text-normalization-challenge-russian-language__265714a90f6144db8d466aa8c461fab3,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_self_report_available,text-normalization-challenge-russian-language__c31cc5384e6f4f609ece877427c14945,1,1.0,0.0,1,9.3,2,2591.4788036131067,2591.4788036131067,2591.4788036131067,1.0,1.0
text-normalization-challenge-russian-language__265714a90f6144db8d466aa8c461fab3,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_self_report_complete,text-normalization-challenge-russian-language__c31cc5384e6f4f609ece877427c14945,1,1.0,0.0,1,9.3,2,2591.4788036131067,2591.4788036131067,2591.4788036131067,1.0,1.0
text-normalization-challenge-russian-language__265714a90f6144db8d466aa8c461fab3,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,sub120_available,text-normalization-challenge-russian-language__12df4ee4a31c43728bf318e397db833e|text-normalization-challenge-russian-language__c31cc5384e6f4f609ece877427c14945,2,0.5,3.500000000000725e-05,1.5,9.3,0,2591.4788036131067,9.3,9.3,0.003588684571540273,0.003588684571540273
text-normalization-challenge-russian-language__265714a90f6144db8d466aa8c461fab3,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,artifact120_escalate_silent,text-normalization-challenge-russian-language__c31cc5384e6f4f609ece877427c14945,1,1.0,0.0,1,9.3,2,2591.4788036131067,2600.778803613107,2540.778803613107,1.0035886845715403,0.9804358808841838
text-normalization-challenge-russian-language__43dbfa889c46450da2f5fab7fcfec4da,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,random,text-normalization-challenge-russian-language__2fe66094d42742808d9a58b89318bbe2|text-normalization-challenge-russian-language__bb14510d97f9431b9d38af8c0c6ec464,2,0.5,0.00270999999999999,1.5,10.3,0,2994.488991727936,0.0,0.0,0.0,0.0
text-normalization-challenge-russian-language__43dbfa889c46450da2f5fab7fcfec4da,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_external,text-normalization-challenge-russian-language__2fe66094d42742808d9a58b89318bbe2,1,1.0,0.0,1,10.3,2,2994.488991727936,2994.488991727936,2994.488991727936,1.0,1.0
text-normalization-challenge-russian-language__43dbfa889c46450da2f5fab7fcfec4da,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_self_report_available,text-normalization-challenge-russian-language__2fe66094d42742808d9a58b89318bbe2,1,1.0,0.0,1,10.3,2,2994.488991727936,2994.488991727936,2994.488991727936,1.0,1.0
text-normalization-challenge-russian-language__43dbfa889c46450da2f5fab7fcfec4da,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,full_self_report_complete,text-normalization-challenge-russian-language__2fe66094d42742808d9a58b89318bbe2,1,1.0,0.0,1,10.3,2,2994.488991727936,2994.488991727936,2994.488991727936,1.0,1.0
text-normalization-challenge-russian-language__43dbfa889c46450da2f5fab7fcfec4da,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,sub120_available,text-normalization-challenge-russian-language__2fe66094d42742808d9a58b89318bbe2|text-normalization-challenge-russian-language__bb14510d97f9431b9d38af8c0c6ec464,2,0.5,0.00270999999999999,1.5,10.3,0,2994.488991727936,10.3,10.3,0.0034396519835113845,0.0034396519835113845
text-normalization-challenge-russian-language__43dbfa889c46450da2f5fab7fcfec4da,cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,hard,2,0,2,0.0,artifact120_escalate_silent,text-normalization-challenge-russian-language__2fe66094d42742808d9a58b89318bbe2,1,1.0,0.0,1,10.3,2,2994.488991727936,3004.7889917279363,2944.7889917279363,1.0034396519835114,0.9834028443125713
tweet-sentiment-extraction__5be644ad99144cb6b4497c8660eebaee,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,random,tweet-sentiment-extraction__8d8df13692c14f7db7597f2cad9346cf|tweet-sentiment-extraction__e1266dc1dbe04bbfb31bfcee508ffddd,2,0.5,0.01206000000000007,1.5,60.2,0,2024.7811343371868,0.0,0.0,0.0,0.0
tweet-sentiment-extraction__5be644ad99144cb6b4497c8660eebaee,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,full_external,tweet-sentiment-extraction__e1266dc1dbe04bbfb31bfcee508ffddd,1,1.0,0.0,1,60.2,2,2024.7811343371868,2024.7811343371868,2024.7811343371868,1.0,1.0
tweet-sentiment-extraction__5be644ad99144cb6b4497c8660eebaee,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,full_self_report_available,tweet-sentiment-extraction__e1266dc1dbe04bbfb31bfcee508ffddd,1,1.0,0.0,1,60.2,2,2024.7811343371868,2024.7811343371868,2024.7811343371868,1.0,1.0
tweet-sentiment-extraction__5be644ad99144cb6b4497c8660eebaee,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,full_self_report_complete,tweet-sentiment-extraction__e1266dc1dbe04bbfb31bfcee508ffddd,1,1.0,0.0,1,60.2,2,2024.7811343371868,2024.7811343371868,2024.7811343371868,1.0,1.0
tweet-sentiment-extraction__5be644ad99144cb6b4497c8660eebaee,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,sub120_available,tweet-sentiment-extraction__8d8df13692c14f7db7597f2cad9346cf|tweet-sentiment-extraction__e1266dc1dbe04bbfb31bfcee508ffddd,2,0.5,0.01206000000000007,1.5,60.2,0,2024.7811343371868,60.2,60.2,0.02973160850775435,0.02973160850775435
tweet-sentiment-extraction__5be644ad99144cb6b4497c8660eebaee,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,artifact120_escalate_silent,tweet-sentiment-extraction__e1266dc1dbe04bbfb31bfcee508ffddd,1,1.0,0.0,1,60.2,2,2024.7811343371868,2084.9811343371866,2024.9811343371869,1.0297316085077544,1.0000987761079991
tweet-sentiment-extraction__79b72c1b23df4f8db3284a62700da952,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,random,tweet-sentiment-extraction__46adc5e68d6b40dbb11b144b2641767b|tweet-sentiment-extraction__d680305409224abba779c433973d67ad,2,0.5,0.003155000000000019,1.5,60.3,0,2254.8838921114802,0.0,0.0,0.0,0.0
tweet-sentiment-extraction__79b72c1b23df4f8db3284a62700da952,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,full_external,tweet-sentiment-extraction__46adc5e68d6b40dbb11b144b2641767b,1,1.0,0.0,1,60.3,2,2254.8838921114802,2254.8838921114802,2254.8838921114802,1.0,1.0
tweet-sentiment-extraction__79b72c1b23df4f8db3284a62700da952,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,full_self_report_available,tweet-sentiment-extraction__46adc5e68d6b40dbb11b144b2641767b,1,1.0,0.0,1,60.3,2,2254.8838921114802,2254.8838921114802,2254.8838921114802,1.0,1.0
tweet-sentiment-extraction__79b72c1b23df4f8db3284a62700da952,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,full_self_report_complete,tweet-sentiment-extraction__46adc5e68d6b40dbb11b144b2641767b,1,1.0,0.0,1,60.3,2,2254.8838921114802,2254.8838921114802,2254.8838921114802,1.0,1.0
tweet-sentiment-extraction__79b72c1b23df4f8db3284a62700da952,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,sub120_available,tweet-sentiment-extraction__46adc5e68d6b40dbb11b144b2641767b|tweet-sentiment-extraction__d680305409224abba779c433973d67ad,2,0.5,0.003155000000000019,1.5,60.3,0,2254.8838921114802,60.3,60.3,0.026741953415408404,0.026741953415408404
tweet-sentiment-extraction__79b72c1b23df4f8db3284a62700da952,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,artifact120_escalate_silent,tweet-sentiment-extraction__46adc5e68d6b40dbb11b144b2641767b,1,1.0,0.0,1,60.3,2,2254.8838921114802,2315.1838921114804,2255.1838921114804,1.0267419534154085,1.0001330445443553
tweet-sentiment-extraction__8e67290c9fd54dba997e3b505c195ccd,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,hard,2,0,2,0.0,random,tweet-sentiment-extraction__ba991b0a79ab4c0b891f8b9d0a51596b|tweet-sentiment-extraction__ebc3354908f34e22a46f39eedfe14ff7,2,0.5,0.004805000000000059,1.5,60.2,0,4238.258394338191,0.0,0.0,0.0,0.0
tweet-sentiment-extraction__8e67290c9fd54dba997e3b505c195ccd,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,hard,2,0,2,0.0,full_external,tweet-sentiment-extraction__ba991b0a79ab4c0b891f8b9d0a51596b,1,1.0,0.0,1,60.2,2,4238.258394338191,4238.258394338191,4238.258394338191,1.0,1.0
tweet-sentiment-extraction__8e67290c9fd54dba997e3b505c195ccd,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,hard,2,0,2,0.0,full_self_report_available,tweet-sentiment-extraction__ba991b0a79ab4c0b891f8b9d0a51596b,1,1.0,0.0,1,60.2,2,4238.258394338191,4238.258394338191,4238.258394338191,1.0,1.0
tweet-sentiment-extraction__8e67290c9fd54dba997e3b505c195ccd,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,hard,2,0,2,0.0,full_self_report_complete,tweet-sentiment-extraction__ba991b0a79ab4c0b891f8b9d0a51596b,1,1.0,0.0,1,60.2,2,4238.258394338191,4238.258394338191,4238.258394338191,1.0,1.0
tweet-sentiment-extraction__8e67290c9fd54dba997e3b505c195ccd,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,hard,2,0,2,0.0,sub120_available,tweet-sentiment-extraction__ba991b0a79ab4c0b891f8b9d0a51596b|tweet-sentiment-extraction__ebc3354908f34e22a46f39eedfe14ff7,2,0.5,0.004805000000000059,1.5,60.2,0,4238.258394338191,60.2,60.2,0.014203947564976229,0.014203947564976229
tweet-sentiment-extraction__8e67290c9fd54dba997e3b505c195ccd,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,hard,2,0,2,0.0,artifact120_escalate_silent,tweet-sentiment-extraction__ba991b0a79ab4c0b891f8b9d0a51596b,1,1.0,0.0,1,60.2,2,4238.258394338191,4298.45839433819,4238.45839433819,1.0142039475649762,1.000047189194568
tweet-sentiment-extraction__d1885b0e987f42cdb76500c3050dc204,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,random,tweet-sentiment-extraction__ca1e8db2630c463c9f5cec8ec4372e82|tweet-sentiment-extraction__f6c40c870e6a4745a99c42726964c10f,2,0.5,0.02022999999999997,1.5,60.2,0,4227.325843855739,0.0,0.0,0.0,0.0
tweet-sentiment-extraction__d1885b0e987f42cdb76500c3050dc204,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,full_external,tweet-sentiment-extraction__f6c40c870e6a4745a99c42726964c10f,1,1.0,0.0,1,60.2,2,4227.325843855739,4227.325843855739,4227.325843855739,1.0,1.0
tweet-sentiment-extraction__d1885b0e987f42cdb76500c3050dc204,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,full_self_report_available,tweet-sentiment-extraction__f6c40c870e6a4745a99c42726964c10f,1,1.0,0.0,1,60.2,2,4227.325843855739,4227.325843855739,4227.325843855739,1.0,1.0
tweet-sentiment-extraction__d1885b0e987f42cdb76500c3050dc204,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,full_self_report_complete,tweet-sentiment-extraction__f6c40c870e6a4745a99c42726964c10f,1,1.0,0.0,1,60.2,2,4227.325843855739,4227.325843855739,4227.325843855739,1.0,1.0
tweet-sentiment-extraction__d1885b0e987f42cdb76500c3050dc204,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,sub120_available,tweet-sentiment-extraction__ca1e8db2630c463c9f5cec8ec4372e82|tweet-sentiment-extraction__f6c40c870e6a4745a99c42726964c10f,2,0.5,0.02022999999999997,1.5,60.2,0,4227.325843855739,60.2,60.2,0.014240681277857601,0.014240681277857601
tweet-sentiment-extraction__d1885b0e987f42cdb76500c3050dc204,cards_senior_0808.jsonl:31,tweet-sentiment-extraction,easy,2,0,2,0.0,artifact120_escalate_silent,tweet-sentiment-extraction__f6c40c870e6a4745a99c42726964c10f,1,1.0,0.0,1,60.2,2,4227.325843855739,4287.5258438557385,4227.5258438557385,1.0142406812778575,1.0000473112334811
tweet-sentiment-extraction__e3a6b0cbf8c442d29c34bfeed357e7b9,cards_ours_20260727.jsonl:78,tweet-sentiment-extraction,easy,2,0,2,0.0,random,tweet-sentiment-extraction__0a0cc958b101410bb78c7b4aa2e35de7|tweet-sentiment-extraction__e81936fc2667464d8c5cb91c12c2dae1,2,0.5,0.020484999999999975,1.5,60.3,0,1624.8608327880502,0.0,0.0,0.0,0.0
tweet-sentiment-extraction__e3a6b0cbf8c442d29c34bfeed357e7b9,cards_ours_20260727.jsonl:78,tweet-sentiment-extraction,easy,2,0,2,0.0,full_external,tweet-sentiment-extraction__e81936fc2667464d8c5cb91c12c2dae1,1,1.0,0.0,1,60.3,2,1624.8608327880502,1624.8608327880502,1624.8608327880502,1.0,1.0
tweet-sentiment-extraction__e3a6b0cbf8c442d29c34bfeed357e7b9,cards_ours_20260727.jsonl:78,tweet-sentiment-extraction,easy,2,0,2,0.0,full_self_report_available,tweet-sentiment-extraction__e81936fc2667464d8c5cb91c12c2dae1,1,1.0,0.0,1,60.3,2,1624.8608327880502,1624.8608327880502,1624.8608327880502,1.0,1.0
tweet-sentiment-extraction__e3a6b0cbf8c442d29c34bfeed357e7b9,cards_ours_20260727.jsonl:78,tweet-sentiment-extraction,easy,2,0,2,0.0,full_self_report_complete,tweet-sentiment-extraction__e81936fc2667464d8c5cb91c12c2dae1,1,1.0,0.0,1,60.3,2,1624.8608327880502,1624.8608327880502,1624.8608327880502,1.0,1.0
tweet-sentiment-extraction__e3a6b0cbf8c442d29c34bfeed357e7b9,cards_ours_20260727.jsonl:78,tweet-sentiment-extraction,easy,2,0,2,0.0,sub120_available,tweet-sentiment-extraction__0a0cc958b101410bb78c7b4aa2e35de7|tweet-sentiment-extraction__e81936fc2667464d8c5cb91c12c2dae1,2,0.5,0.020484999999999975,1.5,60.3,0,1624.8608327880502,60.3,60.3,0.037110870533160076,0.037110870533160076
tweet-sentiment-extraction__e3a6b0cbf8c442d29c34bfeed357e7b9,cards_ours_20260727.jsonl:78,tweet-sentiment-extraction,easy,2,0,2,0.0,artifact120_escalate_silent,tweet-sentiment-extraction__e81936fc2667464d8c5cb91c12c2dae1,1,1.0,0.0,1,60.3,2,1624.8608327880502,1685.1608327880501,1625.1608327880501,1.03711087053316,1.0001846311966824
tweet-sentiment-extraction__f4ea2d18e2ab4322a42cebfe171dd8f0,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,random,tweet-sentiment-extraction__2dd226e419444bda9332f9335227453b|tweet-sentiment-extraction__682d524e66a341aeaea1f6bfc8e79e3f,2,0.5,0.0021499999999999853,1.5,60.4,0,2112.7560164816678,0.0,0.0,0.0,0.0
tweet-sentiment-extraction__f4ea2d18e2ab4322a42cebfe171dd8f0,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,full_external,tweet-sentiment-extraction__2dd226e419444bda9332f9335227453b,1,1.0,0.0,1,60.4,2,2112.7560164816678,2112.7560164816678,2112.7560164816678,1.0,1.0
tweet-sentiment-extraction__f4ea2d18e2ab4322a42cebfe171dd8f0,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,full_self_report_available,tweet-sentiment-extraction__2dd226e419444bda9332f9335227453b,1,1.0,0.0,1,60.4,2,2112.7560164816678,2112.7560164816678,2112.7560164816678,1.0,1.0
tweet-sentiment-extraction__f4ea2d18e2ab4322a42cebfe171dd8f0,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,full_self_report_complete,tweet-sentiment-extraction__2dd226e419444bda9332f9335227453b,1,1.0,0.0,1,60.4,2,2112.7560164816678,2112.7560164816678,2112.7560164816678,1.0,1.0
tweet-sentiment-extraction__f4ea2d18e2ab4322a42cebfe171dd8f0,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,sub120_available,tweet-sentiment-extraction__2dd226e419444bda9332f9335227453b|tweet-sentiment-extraction__682d524e66a341aeaea1f6bfc8e79e3f,2,0.5,0.0021499999999999853,1.5,60.4,0,2112.7560164816678,60.4,60.4,0.028588251330876797,0.028588251330876797
tweet-sentiment-extraction__f4ea2d18e2ab4322a42cebfe171dd8f0,cards_senior_0806.jsonl:24,tweet-sentiment-extraction,hard,2,0,2,0.0,artifact120_escalate_silent,tweet-sentiment-extraction__2dd226e419444bda9332f9335227453b,1,1.0,0.0,1,60.4,2,2112.7560164816678,2173.156016481668,2113.156016481668,1.0285882513308768,1.0001893261677541
us-patent-phrase-to-phrase-matching__3bd04fbd77e74e74a15e216bba7cb7f2,cards_senior_0809.jsonl:0,us-patent-phrase-to-phrase-matching,easy,2,0,2,0.0,random,us-patent-phrase-to-phrase-matching__1c4488edb7d64655b66855bb93bf1e8b|us-patent-phrase-to-phrase-matching__62f7f6d4c93243f8b5cfb6c826567d0e,2,0.5,0.22229500000000002,1.5,60.2,0,1165.0347208827734,0.0,0.0,0.0,0.0
us-patent-phrase-to-phrase-matching__3bd04fbd77e74e74a15e216bba7cb7f2,cards_senior_0809.jsonl:0,us-patent-phrase-to-phrase-matching,easy,2,0,2,0.0,full_external,us-patent-phrase-to-phrase-matching__62f7f6d4c93243f8b5cfb6c826567d0e,1,1.0,0.0,1,60.2,2,1165.0347208827734,1165.0347208827734,1165.0347208827734,1.0,1.0
us-patent-phrase-to-phrase-matching__3bd04fbd77e74e74a15e216bba7cb7f2,cards_senior_0809.jsonl:0,us-patent-phrase-to-phrase-matching,easy,2,0,2,0.0,full_self_report_available,us-patent-phrase-to-phrase-matching__62f7f6d4c93243f8b5cfb6c826567d0e,1,1.0,0.0,1,60.2,2,1165.0347208827734,1165.0347208827734,1165.0347208827734,1.0,1.0
us-patent-phrase-to-phrase-matching__3bd04fbd77e74e74a15e216bba7cb7f2,cards_senior_0809.jsonl:0,us-patent-phrase-to-phrase-matching,easy,2,0,2,0.0,full_self_report_complete,us-patent-phrase-to-phrase-matching__62f7f6d4c93243f8b5cfb6c826567d0e,1,1.0,0.0,1,60.2,2,1165.0347208827734,1165.0347208827734,1165.0347208827734,1.0,1.0
us-patent-phrase-to-phrase-matching__3bd04fbd77e74e74a15e216bba7cb7f2,cards_senior_0809.jsonl:0,us-patent-phrase-to-phrase-matching,easy,2,0,2,0.0,sub120_available,us-patent-phrase-to-phrase-matching__1c4488edb7d64655b66855bb93bf1e8b|us-patent-phrase-to-phrase-matching__62f7f6d4c93243f8b5cfb6c826567d0e,2,0.5,0.22229500000000002,1.5,60.2,0,1165.0347208827734,60.2,60.2,0.051672279736337035,0.051672279736337035
